,locationName,categories,locationAddress,locationCity,locationState,locationZip,locationPhone,openTime,Years In Business
1407,Terra Terra Restaurant,"['Restaurants', 'Family Style Restaurants']",79 Hancock St,Dorchester,MA,02125,(617) 506-7332,7:00 am - 10:00 pm,6
1408,Classics Uptown,"['Restaurants', 'Family Style Restaurants']",624 Blue Hill Ave,Dorchester,MA,02121,(617) 282-5700,,
1409,Del Friscos of Boston Ricky,"['Restaurants', 'Seafood Restaurants']",250 Northern Ave,Boston,MA,02210,(617) 951-1368,11:30 am - 1:00 am,39
1410,Temazcal Tequila Cantina,"['Restaurants', 'Mexican Restaurants', 'Bars']",250 Northern Ave,Boston,MA,02210,(617) 439-3502,11:00 am - 11:30 am,9
1411,J Pace & Son,"['Restaurants', 'American Restaurants', 'Delicatessens']",1 Park Ln,Boston,MA,02210,(857) 366-4640,7:00 am - 8:00 pm,
1412,El Paissa II,"['Restaurants', 'American Restaurants']",215 Border St,East Boston,MA,02128,(617) 569-8900,5:30 am - 10:00 pm,8
1413,Harbor Pacific,"['Restaurants', 'Seafood Restaurants', 'Chinese Restaurants']",235 Meridian St,East Boston,MA,02128,(617) 567-1088,11:00 am - 8:00 pm,25
1414,Mi Pueblito Restaurant,"['Restaurants', 'Latin American Restaurants', 'Caterers']",333 Border St,East Boston,MA,02128,(617) 569-3787,8:00 am - 11:00 pm,20
1415,Canton Eatery,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",339 Meridian St,East Boston,MA,02128,(617) 569-3400,11:00 am - 3:00 am,16
1416,New Ming Liang Restaurant,"['Restaurants', 'Asian Restaurants', 'Chinese Restaurants']",339 Meridian St,East Boston,MA,02128,(617) 561-5158,,22
1417,Genji,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",340 River St,Cambridge,MA,02139,(617) 876-6990,11:30 am - 3:30 pm,
1418,Allston Diner,"['Restaurants', 'American Restaurants', 'Vegetarian Restaurants']",139 Magazine St,Cambridge,MA,02139,(617) 208-8741,8:00 am - 4:00 pm,
1419,Trinity Restaurants,"['Restaurants', 'Family Style Restaurants', 'Pizza']",212 Western Ave,Cambridge,MA,02139,(617) 864-0188,,
1420,Island Creek Oyster,"['Restaurants', 'Seafood Restaurants']",2 Bennett St,Cambridge,MA,02138,(617) 714-5992,,3
1421,Tommy Doyles Irish Pub & Restaurant,"['Restaurants', 'Family Style Restaurants']",76 Winthrop St,Cambridge,MA,02138,(617) 864-1311,11:30 am - 10:00 pm,
1422,9 Tastes Thai Cuisine,"['Restaurants', 'Thai Restaurants', 'Asian Restaurants']",50 Jfk St,Cambridge,MA,02138,(617) 547-6666,11:30 am - 10:00 pm,72
1423,India Foods & Spices,"['Restaurants', 'Indian Restaurants', 'Middle Eastern Restaurants']",80 River St,Cambridge,MA,02139,(617) 497-6144,10:00 am - 9:00 pm,19
1424,Benedetto,"['Restaurants', 'Italian Restaurants', 'Beverages']",1 Bennett St,Cambridge,MA,02138,(617) 661-5050,5:00 pm - 11:00 pm,4
1425,Grendel's Restaurant & Bar,"['Restaurants', 'Cuban Restaurants', 'Family Style Restaurants']",89 Winthrop St,Cambridge,MA,02138,(617) 491-1160,,
1426,Parsnip Restaurant,"['Restaurants', 'American Restaurants', 'French Restaurants']",91 Winthrop St,Cambridge,MA,02138,(617) 714-3206,5:00 am - 10:00 pm,5
1427,Turnip,"['Restaurants', 'Family Style Restaurants', 'Cocktail Lounges']",91 Winthrop St,Cambridge,MA,02138,(617) 714-3206,,5
1428,The Boathouse,"['Restaurants', 'American Restaurants', 'Seafood Restaurants']",49 Mount Auburn St,Cambridge,MA,02138,(617) 349-1650,5:00 pm - 1:00 am,
1429,Osushi,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",1 Eliot St,Cambridge,MA,02138,(617) 945-9450,5:00 am - 11:00 pm,8
1430,Waypoint,"['Restaurants', 'Seafood Restaurants', 'Bars']",1030 Massachusetts Ave,Cambridge,MA,02138,(617) 864-2300,5:00 pm - 12:00 am,4
1431,Flour Bakery,"['Restaurants', 'American Restaurants', 'Bakeries']",114 Mount Auburn St,Cambridge,MA,02138,(617) 714-3205,6:30 am - 8:00 pm,
1432,Le's Restaurant,"['Restaurants', 'Vietnamese Restaurants', 'Asian Restaurants']",36 Jfk St,Cambridge,MA,02138,(617) 864-4100,11:00 am - 10:00 pm,20
1433,Flame Hot Pot and Sushi,"['Restaurants', 'Sushi Bars', 'Caterers']",1001 Massachusetts Ave,Cambridge,MA,02138,(617) 945-0080,11:30 am - 10:30 pm,
1434,Flame Asian Restaurant,"['Restaurants', 'Asian Restaurants']",1001 Massachusetts Ave,Cambridge,MA,02138,(617) 945-0080,,4
1435,Boston Chinese News,"['Restaurants', 'Chinese Restaurants', 'Advertising Specialties']",1105 Massachusetts Ave Apt 3E,Cambridge,MA,02138,(617) 354-4154,,18
1436,Lamole Restaurant,"['Restaurants', 'Family Style Restaurants']",1105 Massachusetts Ave Ste 9,Cambridge,MA,02138,(617) 945-0441,,15
1437,Cilantro Grill,"['Restaurants', 'Chinese Restaurants', 'Bar & Grills']",1105 Massachusetts Ave,Cambridge,MA,02138,(617) 945-1768,11:00 am - 10:00 pm,
1438,The Spinnaker Italia,"['Restaurants', 'Family Style Restaurants']",575 Memorial Dr,Cambridge,MA,02139,(617) 492-1234,,
1439,Flour Bakery,"['Restaurants', 'American Restaurants', 'Bakeries']",40 Erie St,Cambridge,MA,02139,(617) 945-0322,7:00 am - 6:00 pm,
1440,Il Panino,"['Restaurants', 'Italian Restaurants', 'Mediterranean Restaurants']",1001 Massachusetts Ave,Cambridge,MA,02138,(617) 547-5818,11:00 am - 10:00 pm,
1441,Boston Buddhist Tea House,"['Restaurants', 'Chinese Restaurants']",950 Massachusetts Ave,Cambridge,MA,02139,(617) 547-6670,,8
1442,Dumpling House,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",950 Massachusetts Ave,Cambridge,MA,02139,(617) 661-8066,11:00 am - 10:00 pm,6
1443,The Hourly Oyster House,"['Restaurants', 'Seafood Restaurants', 'Bars']",15 Dunster St,Cambridge,MA,02138,(617) 765-2342,11:00 am - 12:00 am,4
1444,Pammy's,"['Restaurants', 'Italian Restaurants', 'Family Style Restaurants']",928 Massachusetts Ave,Cambridge,MA,02139,(617) 945-1761,5:30 pm - 1:00 am,3
1445,South Asian Studies,"['Restaurants', 'Asian Restaurants']",1 Bow St Ste 3,Cambridge,MA,02138,(617) 495-3295,,
1446,Sanktouka,"['Restaurants', 'Japanese Restaurants', 'Asian Restaurants']",1 Bow St,Cambridge,MA,02138,(617) 945-1460,11:00 am - 9:30 pm,5
1447,Wholesome Fresh,"['Restaurants', 'American Restaurants']",60 Church St,Cambridge,MA,02138,(617) 945-5384,,2
1448,The Sinclair,"['Restaurants', 'American Restaurants']",52 Church St,Cambridge,MA,02138,(617) 547-5200,5:00 pm - 11:30 pm,16
1449,Toscano Harvard Square,"['Restaurants', 'Italian Restaurants', 'Caterers']",52 Brattle St,Cambridge,MA,02138,(617) 354-5250,11:30 am - 10:00 pm,
1450,Bertucci's,"['Restaurants', 'Italian Restaurants', 'Pizza']",49 Hawthorn St,Cambridge,MA,02138,(617) 864-4748,,
1451,Flat Top Johnny's,"['Restaurants', 'American Restaurants', 'Bars']",1 Kendall Sq Ste B2104,Cambridge,MA,02139,(617) 494-9565,11:30 am - 11:30 pm,20
1452,Think Tank,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",1 Kendall Sq,Cambridge,MA,02139,(617) 500-3031,4:00 pm - 1:00 am,
1453,The Friendly Toast,"['Restaurants', 'American Restaurants', 'Caterers']",1 Kendall Sq,Cambridge,MA,02139,(617) 621-1200,8:00 am - 10:00 pm,10
1454,Shang Hai Fresh Restaurant,"['Restaurants', 'Asian Restaurants', 'Chinese Restaurants']",735 Massachusetts Ave,Cambridge,MA,02139,(617) 868-8877,11:30 am - 10:00 pm,
1455,Moska Restaurant,"['Restaurants', 'Family Style Restaurants']",585 Massachusetts Ave,Cambridge,MA,02139,(617) 945-2181,,
1456,"W and L Restaurant Group, Inc.","['Restaurants', 'Family Style Restaurants']",546 Massachusetts Ave,Cambridge,MA,02139,(617) 945-2438,,3
1457,Hissho Sushi,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",468 Broadway,Cambridge,MA,02138,(617) 547-2335,,
1458,Zuzu,"['Restaurants', 'Middle Eastern Restaurants', 'Caterers']",474 Massachusetts Ave Central Square,Cambridge,MA,02139,(617) 864-3278,10:00 am - 12:30 pm,9
1459,Moksa,"['Restaurants', 'Asian Restaurants', 'Japanese Restaurants']",450 Massachusetts Ave Ste 1,Cambridge,MA,02139,(617) 661-4900,,12
1460,Kaya Restaurant,"['Restaurants', 'Japanese Restaurants', 'Asian Restaurants']",485 Massachusetts Ave,Cambridge,MA,02139,(617) 945-7127,11:45 am - 10:00 pm,
1461,Tealuxe,"['Restaurants', 'Coffee & Espresso Restaurants', 'Coffee & Tea']",0 Brattle St,Cambridge,MA,02138,(617) 441-0077,8:00 am - 10:00 pm,25
1462,Pupu Hotpot Chinese Restaurant,"['Restaurants', 'Chinese Restaurants', 'Family Style Restaurants']",907 Main St,Cambridge,MA,02139,(617) 491-6616,11:30 am - 10:30 pm,
1463,Genji Express,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",115 Prospect St,Cambridge,MA,02139,(617) 492-0070,8:00 am - 10:00 pm,
1464,Barismo,"['Restaurants', 'American Restaurants', 'Caterers']",364 Broadway,Cambridge,MA,02139,(617) 714-5536,7:00 am - 5:00 pm,
1465,The Kirkland Tap & Trotter,"['Restaurants', 'American Restaurants']",853 Main St,Cambridge,MA,02139,(617) 714-5738,5:30 pm - 11:00 pm,
1466,Roxy's Grilled Cheese,"['Restaurants', 'American Restaurants', 'Pizza']",292 Massachusetts Ave,Cambridge,MA,02139,(617) 714-3921,11:00 am - 11:00 pm,
1467,Naco Taco,"['Restaurants', 'Mexican Restaurants', 'Latin American Restaurants']",297 Massachusetts Ave,Cambridge,MA,02139,(617) 945-1548,11:30 am - 11:00 pm,5
1468,Primo Pizza & Roast Beef,"['Restaurants', 'Pizza', 'Italian Restaurants']",783 Main St,Cambridge,MA,02139,(617) 945-0878,11:00 am - 10:00 pm,7
1469,Chen Garden,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",781 Main St,Cambridge,MA,02139,(617) 354-3388,11:00 am - 10:00 pm,12
1470,Beijing Tokyo,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",781 Main St,Cambridge,MA,02139,(617) 354-3388,11:00 am - 10:00 pm,
1471,Mae Asian Eatery,"['Restaurants', 'Thai Restaurants', 'Chinese Restaurants']",781 Main St,Cambridge,MA,02139,(617) 354-3388,5:00 pm - 9:30 pm,
1472,Oath Craft Pizza,"['Restaurants', 'Pizza', 'Italian Restaurants']",181 Massachusetts Ave,Cambridge,MA,02139,(617) 665-5351,11:00 am - 10:00 pm,
1473,Joyful Garden,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",550 Arsenal St,Watertown,MA,02472,(617) 356-1234,9:30 am - 10:00 pm,
1474,Sulmona,"['Restaurants', 'Italian Restaurants', 'Take Out Restaurants']",608 Main St,Cambridge,MA,02139,(617) 714-4995,11:00 am - 10:00 pm,4
1475,Moona,"['Restaurants', 'Middle Eastern Restaurants', 'Mediterranean Restaurants']",243 Hampshire St,Cambridge,MA,02139,(617) 945-7448,5:00 pm - 10:00 pm,4
1476,A M American International,"['Restaurants', 'American Restaurants']",187 Hampshire St,Cambridge,MA,02139,(617) 945-5113,,
1477,Cinderella's Restaurant Italian Cuisine,"['Restaurants', 'Italian Restaurants', 'Pizza']",187 Hampshire St,Cambridge,MA,02139,(617) 812-1936,11:00 am - 12:30 am,
1478,Sushi Bao,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",699 Mount Auburn St,Cambridge,MA,02138,(310) 604-3200,,2
1479,Pizza Pie-er,"['Restaurants', 'Pizza', 'American Restaurants']",187 Hampshire St,Cambridge,MA,02139,(617) 349-2200,10:00 am - 12:00 am,
1480,Mu Lan,"['Restaurants', 'Asian Restaurants']",228 Broadway,Cambridge,MA,02139,(617) 441-8812,10:30 am - 9:30 pm,
1481,MuLan Taiwanese Restaurant,"['Restaurants', 'Asian Restaurants']",228 Broadway,Cambridge,MA,02139,(617) 441-8813,11:00 am - 9:30 pm,
1482,Shepard,"['Restaurants', 'French Restaurants', 'American Restaurants']",1 Shepard St,Cambridge,MA,02138,(617) 714-5295,5:30 pm - 10:00 pm,
1483,La Bodega By Salts,"['Restaurants', 'Latin American Restaurants', 'Spanish Restaurants']",21 Nichols Ave,Watertown,MA,02472,(617) 876-8444,5:30 pm - 10:00 pm,26
1484,Thai Hut,"['Restaurants', 'Thai Restaurants', 'Asian Restaurants']",93 Beacon St,Somerville,MA,02143,(617) 492-8377,11:30 am - 10:00 pm,24
1485,Montien Thai Restaurant,"['Restaurants', 'Thai Restaurants', 'Asian Restaurants']",1287 Cambridge St,Cambridge,MA,02139,(617) 868-1247,11:30 am - 4:00 pm,
1486,Mix It,"['Restaurants', 'Sushi Bars', 'Japanese Grocery Stores']",1678 Massachusetts Ave,Cambridge,MA,02138,(617) 547-0212,11:30 am - 10:00 pm,6
1487,Khao Sarn,"['Restaurants', 'Thai Restaurants', 'Asian Restaurants']",222 Arlington St,Watertown,MA,02472,(617) 566-7200,11:30 am - 3:00 pm,
1488,Highland Fried,"['Restaurants', 'Barbecue Restaurants']",1271 Cambridge St,Cambridge,MA,02139,(617) 714-4662,4:00 pm - 10:00 pm,
1489,Giulia,"['Restaurants', 'Italian Restaurants']",1682 Massachusetts Ave,Cambridge,MA,02138,(617) 441-2800,5:30 pm - 10:00 pm,8
1490,Hops Test Kitchen & Raw Bar,"['Restaurants', 'Seafood Restaurants', 'Caterers']",1248 Cambridge St,Cambridge,MA,02139,(857) 242-4980,5:00 pm - 1:00 am,5
1491,All Star Pizza Bar,"['Restaurants', 'Pizza', 'American Restaurants']",1238 Cambridge St,Cambridge,MA,02139,(617) 547-0836,10:00 am - 10:00 pm,16
1492,Catalyst Restaurant,"['Restaurants', 'American Restaurants', 'Caterers']",300 Technology Sq Ste 3,Cambridge,MA,02139,(617) 576-3000,5:00 pm - 10:00 pm,8
1493,The Automatic,"['Restaurants', 'American Restaurants', 'Bars']",50 Hampshire St,Cambridge,MA,02139,(617) 714-5226,11:30 am - 1:00 am,4
1494,Bridgesteet Restaurant,"['Restaurants', 'Family Style Restaurants']",1166 Cambridge St,Cambridge,MA,02139,(857) 242-3103,,
1495,Bon Me,"['Restaurants', 'Asian Restaurants']",49 Sacramento St,Cambridge,MA,02138,(857) 350-4035,11:00 am - 8:00 pm,
1496,Master Wok,"['Restaurants', 'Chinese Restaurants']",485 Arsenal St Ste 96,Watertown,MA,02472,(617) 926-0008,10:00 am - 9:00 pm,
1497,Chinese Young Pro Networking,"['Restaurants', 'Chinese Restaurants']",485 Arsenal St,Watertown,MA,02472,(802) 775-2200,,
1498,Momi Nonmi,"['Restaurants', 'Japanese Restaurants', 'Japanese Grocery Stores']",1128 Cambridge St,Cambridge,MA,02139,(617) 945-7328,"12:00 pm - 2:00 pm, 5:30 pm - 10:00 pm",3
1499,Celebrity Pizza & Dairy Bar,"['Restaurants', 'Pizza', 'Seafood Restaurants']",684 Mount Auburn St,Watertown,MA,02472,(617) 924-0009,11:00 am - 11:00 pm,34
1500,House of Chang,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",282 Concord Ave,Cambridge,MA,02138,(617) 547-9888,11:30 am - 9:30 pm,10
1501,Poke City,"['Restaurants', 'Chinese Restaurants', 'Japanese Restaurants']",1722 Massachusetts Ave,Cambridge,MA,02138,(617) 945-2916,11:00 am - 9:00 pm,3
1502,Cha Yen,"['Restaurants', 'Thai Restaurants', 'Asian Restaurants']",613 Mount Auburn St,Watertown,MA,02472,(617) 393-0031,11:30 am - 9:30 pm,
1503,Bom Cafe,"['Restaurants', 'Coffee Shops', 'American Restaurants']",1093 Cambridge St,Cambridge,MA,02139,(617) 864-0395,7:00 am - 3:00 pm,9
1504,Bisq,"['Restaurants', 'American Restaurants', 'French Restaurants']",1071 Cambridge St,Cambridge,MA,02139,(617) 714-3693,5:30 pm - 12:00 am,6
1505,Signature Thai Spa,"['Restaurants', 'Thai Restaurants', 'Asian Restaurants']",588 Mount Auburn St,Watertown,MA,02472,(617) 744-8526,,
1506,Dumpling Daughter,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",73 Ames St,Cambridge,MA,02142,(617) 577-8886,,
1507,Muqueca Restaurant,"['Restaurants', 'Brazilian Restaurants', 'Latin American Restaurants']",1008 Cambridge St,Cambridge,MA,02141,(617) 354-3296,11:00 am - 10:30 pm,21
1508,Aloha Local Market,"['Restaurants', 'Seafood Restaurants']",300 Beacon St,Somerville,MA,02143,(617) 945-1042,12:00 pm - 9:00 pm,
1509,Phon Rice Inc,"['Restaurants', 'Vietnamese Restaurants', 'Asian Restaurants']",289 Beacon St,Somerville,MA,02143,(617) 864-8888,11:30 am - 10:00 pm,12
1510,The Abbey,"['Restaurants', 'American Restaurants', 'Bars']",1755 Massachusetts Ave,Cambridge,MA,02140,(617) 714-4781,11:00 am - 2:00 am,6
1511,Super Fusion Sushi,"['Restaurants', 'Sushi Bars', 'Caterers']",1759 Massachusetts Ave,Cambridge,MA,02140,(617) 864-6299,11:30 am - 10:00 pm,8
1512,One Ramen And Sushi,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",1759 Massachusetts Ave,Cambridge,MA,02140,(617) 864-6299,11:30 am - 10:00 pm,
1513,Bailey & Sage,"['Restaurants', 'American Restaurants']",5 Cambridge Ctr,Cambridge,MA,02142,(617) 714-4138,10:00 am - 8:00 pm,
1514,Shangri-La,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",149 Belmont St,Belmont,MA,02478,(617) 489-1488,5:00 pm - 9:30 pm,19
1515,The Black Sheep Restaurant,"['Restaurants', 'American Restaurants']",350 Main St,Cambridge,MA,02142,(617) 577-1300,5:30 pm - 10:00 pm,
1516,Kee Kar Lau Inc,"['Restaurants', 'Chinese Restaurants']",626 Somerville Ave,Somerville,MA,02143,(617) 623-4370,5:00 pm - 1:30 am,26
1517,City Slicker Cafe,"['Restaurants', 'Coffee Shops', 'Italian Restaurants']",588 Somerville Ave,Somerville,MA,02143,(617) 625-0700,11:00 am - 10:45 pm,14
1518,Meadhall,"['Restaurants', 'American Restaurants', 'French Restaurants']",90 Broadway,Cambridge,MA,02142,(617) 714-4372,11:30 am - 1:00 am,
1519,Pho House,"['Restaurants', 'Vietnamese Restaurants', 'Asian Restaurants']",1790 Massachusetts Ave,Cambridge,MA,02140,(617) 547-8888,11:30 am - 9:45 pm,5
1520,Seoul Food,"['Restaurants', 'Korean Restaurants']",6 Newport Rd,Cambridge,MA,02140,(617) 864-6299,,
1521,Dogma Restaurant Group,"['Restaurants', 'American Restaurants', 'Bars']",4 Cambridge Ctr,Cambridge,MA,02142,(617) 714-3879,11:30 am - 1:00 am,8
1522,Kimchi Kitchen,"['Restaurants', 'Korean Restaurants', 'Asian Restaurants']",847 Cambridge St,Cambridge,MA,02141,(617) 714-3232,11:00 am - 9:00 pm,5
1523,Cosi,"['Restaurants', 'Sandwich Shops', 'Delicatessens']",290 Main St,Cambridge,MA,02142,(617) 868-5810,6:30 am - 9:30 pm,5
1524,O-Sha,"['Restaurants', 'Japanese Restaurants', 'Asian Restaurants']",356 Arsenal St,Watertown,MA,02472,(617) 923-0123,,
1525,Pho Osha,"['Restaurants', 'Vietnamese Restaurants', 'Asian Restaurants']",356 Arsenal St,Watertown,MA,02472,(617) 926-2222,,3
1526,Dosa N Curry,"['Restaurants', 'Indian Restaurants', 'Caterers']",447 Somerville Ave,Somerville,MA,02143,(617) 764-3152,11:30 am - 3:00 pm,9
1527,Tampopo,"['Restaurants', 'Japanese Restaurants', 'Asian Restaurants']",1815 Massachusetts Ave,Cambridge,MA,02140,(617) 868-5457,12:00 pm - 9:00 pm,28
1528,Roast Beef & Pizza King,"['Restaurants', 'Pizza', 'American Restaurants']",431 Somerville Ave,Somerville,MA,02143,(617) 625-7570,11:00 am - 9:30 pm,
1529,Branch Line,"['Restaurants', 'American Restaurants', 'Family Style Restaurants']",321 Arsenal St,Watertown,MA,02472,(617) 420-1900,11:30 am - 10:00 pm,5
1530,Souper Roll Up Cafe,"['Restaurants', 'Coffee Shops', 'American Restaurants']",726 Cambridge St,Cambridge,MA,02141,(617) 354-5810,9:00 am - 5:00 pm,23
1531,Mi Rancho Restaurant,['Restaurants'],45 Meridian St,East Boston,MA,02128,(617) 561-0205,6:00 am - 10:00 pm,22
1532,Capital One Café,"['Restaurants', 'Coffee Shops', 'Coffee & Tea']",24 Jfk St,Cambridge,MA,02138,(617) 299-2669,,
1533,ONCE Somerville,['Restaurants'],156 Highland Ave,Somerville,MA,02143,(617) 285-0167,9:00 am - 5:00 pm,
1534,Starbucks Coffee,"['Restaurants', 'Coffee & Espresso Restaurants', 'Coffee Shops']",5 Revere Beach Pkwy,Medford,MA,02155,(781) 395-0660,,49
1535,Captain Nemo's,"['Restaurants', 'Pizza']",367 Centre St,Jamaica Plain,MA,02130,(617) 971-0100,11:00 am - 1:00 am,
1536,Peet's Coffee & Tea,"['Restaurants', 'Coffee & Espresso Restaurants', 'Coffee & Tea']",776 Beacon St,Newton Center,MA,02459,(617) 244-1577,6:00 am - 8:00 pm,21
1537,Starbucks Coffee,"['Restaurants', 'Coffee & Espresso Restaurants', 'Coffee & Tea']",473 Harvard St,Brookline,MA,02446,(617) 738-8005,,49
1538,Starbucks Coffee,"['Restaurants', 'Coffee & Espresso Restaurants', 'Coffee Shops']",36 Jfk St Ste 2,Cambridge,MA,02138,(617) 492-4881,,49
1539,Starbucks Coffee,"['Restaurants', 'Coffee & Espresso Restaurants', 'Coffee & Tea']",183 Grove St,Chestnut Hill,MA,02467,(617) 325-6261,5:00 am - 8:00 pm,49
1540,Zocalo Cocina Mexicana,"['Restaurants', 'Mexican Restaurants', 'Take Out Restaurants']",1414 Commonwealth Ave,Brighton,MA,02135,(617) 277-5700,5:00 pm - 10:00 pm,14
1541,Dugout,"['Restaurants', 'Coffee Shops']",722 Commonwealth Ave,Boston,MA,02215,(617) 247-8656,12:00 am - 2:00 pm,10
1542,Ziti Express,"['Restaurants', 'Pizza']",140 Tremont St,Boston,MA,02111,(857) 991-1267,11:00 am - 11:00 pm,
1543,Yum Yum Noodle,['Restaurants'],417 Washington St,Boston,MA,02108,(617) 794-0465,11:00 am - 6:30 pm,
1544,Mike's Cafe,"['Restaurants', 'Coffee Shops', 'Caterers']",190 High St,Boston,MA,02110,(617) 357-5858,7:00 am - 3:00 pm,
1545,The Rotisserie,"['Restaurants', 'Chicken Restaurants', 'Caterers']",651 Warren St,Dorchester,MA,02121,(617) 442-3300,11:30 am - 10:00 pm,7
1546,Cafe Nero,"['Restaurants', 'Coffee Shops']",416 W Broadway,South Boston,MA,02127,(617) 315-7208,6:30 am - 9:00 pm,
1547,Coffee Traders,['Restaurants'],485 Arsenal St Ste 99,Watertown,MA,02472,(617) 926-3730,,
1548,Vox Populi,"['Restaurants', 'Hotels']",755 Boylston St,Boston,MA,02116,(617) 424-8300,11:30 am - 12:00 pm,26
1549,Caprice Underbar,"['Restaurants', 'Night Clubs', 'Bars']",275 Tremont St,Boston,MA,02116,(617) 423-0482,10:30 pm - 2:00 am,29
1550,Revolution Juice,"['Restaurants', 'Juices']",150 Huntington Ave,Boston,MA,02115,(857) 233-4313,8:00 am - 7:00 pm,5
1551,May's Cake House,"['Restaurants', 'Bakeries']",223 Harrison Ave,Boston,MA,02111,(617) 350-0210,7:30 am - 7:00 pm,23
1552,Wild Rice Vegan Cafe,"['Restaurants', 'Caterers']",71 Elm St,Watertown,MA,02472,(617) 744-0126,11:00 am - 9:30 pm,5
1553,Violette Gluten Free Bakery,"['Restaurants', 'Bakeries', 'Caterers']",407 Concord Ave,Cambridge,MA,02138,(857) 500-2748,11:00 am - 7:00 pm,
